web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1596581613-46","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chris_1200","Sadly disappointed","Calificado en Estados Unidos el 20 de agosto de 2019","It pains me to write this review because I've often used Sparin screen protectors in the past due to their quality fit and finish. Unfortunately this one doesn't live up to their reputation.
First, I have to say that I pride myself on being able to install these protectors perfectly, with no dust or bubbles. I know it sounds like hubris, but I do it for all of my friends and family members because of the results I'm able to get. It's a limited talent, but it's what I've got.
However, I cannot get the edges and the holes to line up with this screen protector. There is a noticeable ripple and curvature to the edges. It's simply not cut correctly. It's difficult enough to get right, due to the size of the thing, but because the cutouts don't line up it's impossible to have the edges aligned with the sides and the holes centered around the sensor and camera. If it was only slightly off it would be fine, but if I center the holes one edge hangs off just enough to not stick down. I finally got it close enough but the corners and parts of the edge don't adhere. It's not in the visible area, so I wasn't concerned, but over time the gaps are spreading farther into the screen area. It's slowly peeling itself off. Picture attached.
I contacted Sparin, and while they agreed to send a replacement, their attitude was that my installation was clearly at fault. They made it clear that they did not consider this a warranty issue. They said they would, out of the goodness of their hearts, give me ONE MORE to try again. There is not one spec of dust under it, and it is lined up with the sides as perfectly as I could get it.
I will try the replacement in the hope that this was a rare factory defect, but based on the poor quality control, and the attitude of their customer service, if it doesn't work I won't buy another one from Sparin. I've deducted a star for each issue.

Update: I received a replacement and it installed correctly on the first try. The edges are straight and it sealed down with no bubbles. One small tip of a corner doesn’t seal completely, but that is perfectly acceptable with a piece this size.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1596581609-26","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","samsamsurecan","Jealous of this screen protector","Calificado en Estados Unidos el 4 de enero de 2018","I bought this for my mom’s iPad that she got for Christmas and also put it on for her. It was the easiest experience I’ve ever had with putting these types of things on devices. I didn’t believe it when it said it doesn’t bubble, but it’s true*! (*you have to be sure to clean the screen well, and make sure not dust particles make their way to the edges as the screen is setting in). I don’t know why other screen protectors don’t include “guidance stickers” which basically allows you to create hinges so jar way you can position the screen properly and not just hope that it falls into the correct place. The kit comes with cleaning wipes (both wet and dry), a cleaning cloth, a little card to help the protector settle on to the screen, and even a sticker to help take any remaining dust particles before you place the protector.

This was definitely the best option for the price and I’m completely satisfied with my experience. Now to see if it holds up against the normal wear and tear of use.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1596581613-45","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wanderer","Doesnt Install As Promised","Calificado en Estados Unidos el 6 de abril de 2018","Upon opening the package I was very impressed. The packaging was among the best I’ve seen - light, thin, perfectly designed to protect. There was an envelope with detailed instructions and wet, dry and microfiber cleaners plus some adhesive strips to hold the position ofmthe glass before final placement. Everything you could ask for, except it didnt work. Mfg claims that simply r7nning your finger down the middle of the glass will kick off installing itself. Mine never did. I had 6 large bubbles under the glass that never resolved. Returned for
Update: mfg saw my review and sent me email offering to provide me with another protector to have me try again. They also suggested I watch several Youtube videos on how to install the screen protector.  Its a good thing I did because the videos provide different instructions than the mfg’s written instruction included with the product. This begs the question, why doesnt the mfg change their instructions? Following the video instructions, I was able to successfully install the screen protector in about 5 minutes.....and it largely installed itself. I had one tiny corner bubble which I eventually was able to rub out using a plastic shim wrapped in the microfiber cloth. Revised my rating to 3 stars","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1596581643-180","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Friendofall","Excellent product","Calificado en Estados Unidos el 30 de agosto de 2017","I ordered this screen protector because of the good reviews it received on Amazon.  The reviews were accurate.  Everything you would need to install the screen protector is in the package...the stickers to help get it on straight, the cleaning and drying wipes, the microfiber cloth and simple directions.  The directions also refer you to a video on YouTube if you want even more information on how to install.  I watched the short video as I was installing it step by step.  It was extremely user friendly and the screen is perfect.  I don't really think most people would even need the video but I wanted to make sure I didn't have any bubbles in the screen.  It is amazing how once the protective cover is removed that this screen protector just adheres to the iPad screen practically without me having to touch it again.  I just had to smooth out a few bubbles with the cloth and device included.  I highly recommend.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1596581629-116","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kyle Akin","Fragile, broke when installing.","Calificado en Estados Unidos el 8 de febrero de 2018","I'm giving it two stars instead of one or zero because it comes in very nice packaging (probably too much money spend on packaging) and I can only assume that if installed properly it would work well.  The problem I have is with the installation instructions and how brittle the glass is.  The instructions included were not made for iPad screen protectors, but instead were for iPhone protectors.  The assumption was there is no difference, but there is a little difference.. still, it shows the company wanted to save a few bucks by just re-using the iPhone instructions.  Second, instructions do not explain in English which side of the screen is ""up"" when it instructs you to tape anchor it down.  After anchoring it down I discovered I had the wrong side up and when trying to remove and replace the anchor tape, the screen cracked.  This leads me to believe that the screen is very delicate and would probably crack very easily after installed.  I'm returning for a refund.","2.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1596581641-166","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AC Moffitt","Difficult & tricky installation. Dust specs became adhered to guard when guide stickers failed.","Calificado en Estados Unidos el 14 de mayo de 2020","Read the instructions and watched the installation video on youtube. Used the guide stickers and did everything as instructed. When I went to remove the backing off the guard, the stupid guide stickers came off and ended up getting a few specs of dust stuck to the guard. Huge pain to install but once it’s on it does its job. I don’t see any “anti-glare” at work, it reflects light and glares just as the original screen did. As for the anti-smudge, I guess it works to some degree. Definitely not as many noticeable finger prints on the screen than what would be there without the guard. No bubbles, just the specs of dust from where the guide stickers came off and the guard tapped the table and gathered dust from it before I was able to get it lined up well enough. Which I had to do by eye because the guide stickers were useless. Hope someone has a better experience than me. I would say it’s still worth the money. If you use something with a little better adhesion than the stickers, it would probably make installation a lot easier.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1596581622-87","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Christian","Finally dare to install a screen protector myself!","Calificado en Estados Unidos el 10 de junio de 2019","The screen protector itself is great, but what makes this product so amazing is that it comes with great accessories that all but guarantee proper installation.  I have always taken my devices to the little kiosks in the mall to have someone else install the screen protector because then I knew if they screwed up they would be on the hook to install a new one :)  You get one shot at installing these things and if you don't get it right you have to buy a new one.  The hinge system that's included with this product makes installation so simple.  Thanks to this product I won't be going to the mall to spend four times as much on any more screen protectors!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1596581631-129","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Leonard H.","Using hinges? Toughest part of application. UPDATE: Their service deserves your business.","Calificado en Estados Unidos el 22 de abril de 2018","Update to my review this weekend. They have already reached out to me and offered a replacement due to MY being unable to align the screen after removing protective screen. Don’t view this as a fault of the product. See how much they care about their reputation and your satisfaction. It would be a big mistake to go elsewhere is you need this product. BTW I’m sending payment anyway because they deserve it.
Original review: The product was packaged better than any similar items I have ordered online or at a store. The protector itself was exactly what I was hoping for. The instructions and set up kit were well thought out with one problem. The hinges were a poor method of applying the protector to the surface. I spent a lot of time preparing the surface and aligning to protector, but using the sticker hinges caused the device to be misaligned. On the second attempt it was better aligned but had particles underneath (I didn’t clean because it was only up for 15-30 seconds. I wish I had read more reviews about the application. I really want this product. I’ve never used one for more than a day or so because none seemed this quality. So for now I’ll have no protector unless I buy another one of these. I recommend buying one, but read the reviews, especially on using toothpicks. Or use all three stickers on long side maybe (not in instructions).","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1596581633-135","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ali261","Super cute pink glitter iPad case, with a cheaply made stylus pen","Calificado en Estados Unidos el 19 de septiembre de 2018","I was really surprised how much I liked this case!  It was exactly what I was looking for.  I appreciated the quality of the product, the pretty pink color, and how sparkly the glitter on it was!  If you like shimmer, glitter, and sparkle this is your case!  What I love the most about it, is that even though it is glittery it is still a classy case that can be used in a variety of professional settings.  The case not only looks good, but it also has protected my iPad during multiple incidents where it was dropped.  I would have given this case five stars, but my stylus pen that it came with completely stopped working within 3 days.  I was very disappointed because I had really liked the pen with the case.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1596581620-73","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chalcedoney","So Easy! 100% Protection","Calificado en Estados Unidos el 10 de febrero de 2017","I love this screen saver, stays clean, and was super easy to install even though I got 5 big bubbles, (because I put the guide tape to make a hinge on wrong, so when I went to peel off protective sheet the whole thing came off in my hand)  they easily rubbed out, a few small ones remained and by morning magically gone! The cover is very firm so even if you are clumsy like me it's east to line up with iPad and place! Rubber or microfiber stylus work great!

UPDATE!  My grandsons always get my old iPad when I upgrade, my 6yr old wa carrying his and his 3yr brothers down the stairs, dropped one them by accident down 8 stairs on to the tiled foyer. Big star like crack on the corner (point of impact). My daughter comes over with the boys later and says “I have bad news, one of the iPads screen cracked when it was accidentally dropped” How awful, let’s see I say. Imagine her shock when I peel off the screen protector, screen intact, iPad looks good as new! This thing works, it’s also great with the Apple Pencil!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1596581633-138","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","OnDaReglah","Quality control an issue. EDIT","Calificado en Estados Unidos el 13 de enero de 2019","Having put on multiple screen protectors over the years, I set out to put this bad boy on with as much finness as all the rest. Alas, there was clearly dust particles underneath the protective film, rendering it impossible to have a dust free application. It fits perfectly on the iPad and you can’t tell that it is even there (except for the dust particles that were already on the screen protector when I received it). The hinge stickers are useless and make it more difficult. Practice on your own with the adhesive back on the protector first before committing to using them. Would have been a 5 star product but quality control seems to be lacking unfortunately.

Edit: After reaching out to customer service about the damaged product I promptly received a replacement. The replacement was much better. Easy installation and can't even tell that it is on the iPad. Great product, great price, and amazing customer service!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1596581607-20","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","dennish20","Buyer Beware","Calificado en Estados Unidos el 30 de noviembre de 2018","I purchased 2 of these items for two brand new iPads. I read the reviews & this company seemed reliable BUT AFTER trying to install the protective screen on both devices it was apparent that the side which needs to adhere to the iPad screen had smoodges or bubbles which made the screen protector unuseable  without the defects being noticed immediately.  I do t see an option to email the seller & if I’m contact I will update my review. I should have listened  to the last review but I’m hoping the seller will reach out to me because I would hate for the matter to be u resolved.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1596581638-155","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","3yo stomped on my iPad - this thing saved it","Calificado en Estados Unidos el 2 de mayo de 2018","As you can imagine, I was quite upset when my three year old gleefully stomped on my iPad Pro. When I pulled it out of its case and saw that the screen was cracked, my heart sank. I thought I would have to get apple to send me a new one (I do have the Apple care plan, but it’s still a pain in the ass). Then I remembered I had one of these on it and I peeled it off. Thank God - the protector did its job and absorbed the impact; the ipad itself was completely spotless. I immediately bought a new screen protector. The installation is a little tricky but the instructions walk you through it. Thanks for saving my hide Sparin!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1596581607-12","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jody Rivers","This Screen Protector Is A Winner!","Calificado en Estados Unidos el 7 de mayo de 2018","My past experiences with installing screen protectors have not been positive ones.  No matter how closely I followed the instructions, I was always left with permanent bubbles under the screen protector, or worse, trapped dust particles.  After spending a large chunk of money for my Apple iPad I knew I would need to install a screen protector to protect my investment.  Of course, based on past experiences I dreaded the whole process.  So after searching for a suitable screen protector on Amazon and reading the reviews, I settled on this one from SPARIN.  Once it arrived, I watched the recommended installation video on YouTube.  In fact, I watched it during the install as well, pausing the video as I completed each step.  To my amazement, the screen protector was quite simple to install, and it turned out perfectly.  No trapped dust, no bubbles, just a sleek, shiny awesome looking screen protector.  This particular glass screen protector does not affect the sensitivity of the touchscreen at all, unlike some I have used in the past.  To sum it all up, this is a high-quality product which was very easy to install.  It looks and feels great on my iPad.  Best of all, I installed it myself without any hassles.  Definitely will purchase from SPARIN for my future screen protector needs.  Amazing product!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1596581646-182","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Good product, but a little harder to install then thought it would be.","Calificado en Estados Unidos el 18 de enero de 2017","I bought this for my new 9.7-inch IPad Pro.  Before the product even arrived, I had received an email from the seller/product company.  The email thanked me for my purchase and also told me how to go online and watch a video of how to install the screen protector.  The email also said to contact the seller if I had any troubles or needed anything.  I thought this was very good customer service to get an email even before the product had arrive.  Usually I find customer service to be very reactive, and this was a very proactive approach which I liked.

After the product arrived, I watched the recommended video, along with a couple of additional videos on how to install the screen saver.  I tried to followed the videos on how to install but I still had a little trouble installing the screen saver.  There are tabs included that you are suppose to stick to the screen saver and the Ipad and use them like a hinge.  However, these tabs did not stick to the Ipad very well and would slip and move.  This would throw off the alignment of the screen saver.  I finally had to get someone to help me and help hold the tabs in place and finally get the screen saver located where I wanted it.  For me it was a little more difficult to install then the videos I had watched, but it wasn't terrible.

Overall the product is good it is now protecting my screen and I don't have any scratches or smudges on the original screen.  Outside of the small difficulty I had installing the screen saver the only other downside I have found is that it adds some glare to the screen that wasn't there before.  Other then that I am happy with the product.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1596581653-216","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Haley Nelson","Very nice, but hard to install","Calificado en Estados Unidos el 12 de agosto de 2019","Overall, a really nice product. It has a premium feel as soon as you open the box, and I definitely appreciated the inclusion of the install kit. The protector itself is very nice too, study glass that feels very nice and seems protective. However, it is really difficult to get this thing on. When I put it on at first there were so many little bubbles everywhere I had to spend 20+ minutes adjusting it and scraping away with that little bubble remover thing. Even now there are still a few bubbles left I can’t get out, though they are mostly not on the edges now. I might have to get another one and try again, but we’ll see. Overall very nice, but it’s definitely difficult to put this on right!!","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1596581624-97","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","F. Davis","Installation is not as easy and instructions suggest.","Calificado en Estados Unidos el 17 de noviembre de 2016","Nice idea for installation - doesn't exactly work they way they describe.

I thought the idea with the ""hinges"" was a good idea. However, when I lifted the screen protector up on the hinges to remove the backing - the hinges promptly fell off of the screen protector. So I just eyeballed it and placed it on the screen.

Second - there needs to be some sort of card to help push out bubbles. The directions state that once the protector is affixed to the screen - you just slide your finger up and down along the iPad screen and it will ""automatically attach"" to the screen. Not exactly. I spent several minutes trying to work out the bubbles - and the screen protector is so thick, that I had to exert a lot of pressure to force the bubbles towards the edge - and I was worried about how much pressure I was putting on my new iPad screen.

If I had realized this screen protector was so thick - I probably wouldn't have purchased it. I'm more concerned about protecting from smudges and small scratches - I don't need something this thick.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1596581622-82","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Zirquel","Excellent screen protector and customer service","Calificado en Estados Unidos el 10 de noviembre de 2017","Excellent screen protector. I purchased it for my iPad Pro 9.7"", and it was a very easy installation. The glass is smooth, and collects less fingerprints than the iPad's regular glass with no screen protector. It also cleans off fingerprints easier than without a screen protector. My first protector was defective, and part of it wasn't attaching to the general center area of the screen, while also making the screen not very responsive to touch. I contacted Sparin through Amazon, and was set up with a replacement screen protector in under an hour. With Amazon Prime (and living near a warehouse), I had a new screen protector the next business day. Super easy, and hassle free. My replacement screen protector was perfect, and I'm happily using it now.
I do not yet have a case for my iPad Pro, so I don't know how the screen protector will work with a case. I will try and remember to update this review with any info while trying cases on it soon.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1596581609-22","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amanda Brahin","Works great for cracked screens","Calificado en Estados Unidos el 29 de mayo de 2019","Just got it today to place on top of a cracked/shattered screen on my 4th generation due to my 2 yr old. It's smooth, doesn't effect the sensitivity of screen, and of corse there will be bubbles that can not be smoothed out over shatters. There were no bubbles where they hairline cracks were. I found it easier to Google video instructions and then the directions made more sense. Step one only says to place hinge stickers on back, I put them on wrong before watching a video. I didn't leave quite enough length to fold over the top of the screen to hold the protector. So when I removed the stickers to replace them they were not as sticky. Make sure you do this on a flat surface so there is enough room for the protector to lay beside the iPad or the stickers will start peeling off the protector, which probably would not have happened if I didn't have to replace he stickers.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1596581653-218","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alp","Better than expected!","Calificado en Estados Unidos el 2 de febrero de 2019","I have purchased tempered glass protection for all my tech. but I have to say, the Sparing glass for my new iPad 9.7"" Was better than expected. Product exceeded expectations. Well made, great packaging and directions. Very pleased!  The product box it came in was well constructed, and glass sheet was well protected, with plenty of padding. The directions were clear and simple to follow.  It featured a novel, and idiot-proof, way to line up and place the glass on the surface. Having screwed up this part of the process frequently, I was thrilled. The method also helps you avoid annoying fingerprints on the glass. Really happy.  Well done!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1596581650-208","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Matt","SPARIN Tempered Glass Screen Protector","Calificado en Estados Unidos el 30 de marzo de 2018","As with most rigid screen protectors installation can be frustrating IF you do not read the instructions or take your time.  I found installation a little more finicky than with the larger Tech Armor screen cover for a 12.9"" iPad Pro.  That said the screen is clean, clear, bright and no apparent loss of touch sensitivity.  I cannot imagine relying on any screen protector alone to prevent damage due to drops/impact.  I rely on these to prevent scratching and smudging of the screen and allow for a replaceable surface.  Get a real case in addition to prevent serious damage to the iPad.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1596581633-139","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Janet L. Factor","Installation system is bad, product is good.","Calificado en Estados Unidos el 10 de enero de 2018","I just installed this on my iPad 2017. The protector is extremely clear, thin, and lightweight.  Basically invisible.

However it was a struggle to get it properly applied. I read the instructions, I watched the YouTube videos, so it wasn’t me. The system provided is just not easy to use.

The protector is so slippery that getting it to hold still while you properly apply the “hinges” is almost impossible. I had to retry multiple times. If it moves, it won’t be properly aligned when you actually put it on.

Great care is then needed to get the protector on without reintroducing dust, because there is no remaining handle after you expose the adhesive.

I seem to end up buying a different brand of screen protector every time I get a new device, so I have used a bunch of different application systems. This one was the worst. Doable, but frustrating.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1596581636-144","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ragnarock","Excellent Screen Protector","Calificado en Estados Unidos el 14 de noviembre de 2018","I am pretty meticulous when putting on screen protectors and for the most part this went on smoothly. There are some dust particles that made it under the glass unfortunately, but that isn't the fault of the product and more of user error. I wish this came with multiple units just in case you mess up you have a backup to try again.

Glass quality was immaculate and touching the screen feels smooth and responsive. Highly recommend.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1596581650-205","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sara E","and to be honest I thought this product was too good to be true","Calificado en Estados Unidos el 28 de julio de 2017","Wow! Very impressed with this product. Bought it for my iPad Air 2, and to be honest I thought this product was too good to be true. Upon receiving it, I was impressed with the number of prep products like the cleaning wipes, microfiber wipe, and dust remover. I looked at the instructions but ultimately went to the YouTube video referenced in the instructions. I followed it to the letter, and had a very easy time applying the tempered glass screen. It's completely unnoticeable, which is exactly the point. Highly recommend. Only downside is I felt pretty guilty throwing the copious amounts of packaging in the garbage, not much other than the cardboard case could be recycled.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1596581650-202","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","TKL","Great customer service/satisfaction","Calificado en Estados Unidos el 3 de febrero de 2019","I received an email from a representative asking about my experience with the screen protector for my new iPad. I explained that I purchased many screen protectors for our apple products in the past from other vendors but this one seemed to be the most difficult. I followed the instructions exactly but still needed up with bubbles and the corners bent from trying to fix the bubbles. The representative apologized and immediately offered a replacement, which I gladly accepted. The 2nd install went flawlessly. I appreciate that the vendor is so eager to ensure customer satisfaction and so far I haven’t had anymore Issues!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
